2025-06-15 01:49:39.526 | INFO     | __main__:get_Z3_result:339 - Z3批量求解任务启动，待处理文件数: 449
2025-06-15 02:05:46.854 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/udhcpc/udhcpc6673731, 状态: sat
2025-06-15 02:09:39.602 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1210212, 结果: unknown, 用时: 1200.05s
2025-06-15 02:09:39.604 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1501963
2025-06-15 02:09:39.604 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1210212, 状态: unknown
2025-06-15 02:09:39.606 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1279453, 结果: unknown, 用时: 1200.05s
2025-06-15 02:09:39.607 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1363508
2025-06-15 02:09:39.607 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1279453, 状态: unknown
2025-06-15 02:09:39.620 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1511861, 结果: unknown, 用时: 1200.06s
2025-06-15 02:09:39.621 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1239887
2025-06-15 02:09:39.621 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1511861, 状态: unknown
2025-06-15 02:09:39.628 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1457448, 结果: unknown, 用时: 1200.07s
2025-06-15 02:09:39.629 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1111306
2025-06-15 02:09:39.629 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1457448, 状态: unknown
2025-06-15 02:09:40.324 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1477234, 结果: unknown, 用时: 1200.77s
2025-06-15 02:09:40.325 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1304150
2025-06-15 02:09:40.325 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1477234, 状态: unknown
2025-06-15 02:12:48.192 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1170660, 结果: unknown, 用时: 1200.03s
2025-06-15 02:12:48.194 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1175597
2025-06-15 02:12:48.194 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1170660, 状态: unknown
2025-06-15 02:13:12.728 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1180553, 结果: unknown, 用时: 1200.03s
2025-06-15 02:13:12.729 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1378334
2025-06-15 02:13:12.729 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1180553, 状态: unknown
2025-06-15 02:25:46.902 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1185504, 结果: unknown, 用时: 1200.03s
2025-06-15 02:25:46.903 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1140979
2025-06-15 02:25:46.903 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1185504, 状态: unknown
2025-06-15 02:29:39.662 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1239887, 结果: unknown, 用时: 1200.03s
2025-06-15 02:29:39.663 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1427784
2025-06-15 02:29:39.663 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1239887, 状态: unknown
2025-06-15 02:29:39.664 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1501963, 结果: unknown, 用时: 1200.05s
2025-06-15 02:29:39.666 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1472283
2025-06-15 02:29:39.666 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1501963, 状态: unknown
2025-06-15 02:29:39.912 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1111306, 结果: unknown, 用时: 1200.28s
2025-06-15 02:29:39.913 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1536565
2025-06-15 02:29:39.913 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1111306, 状态: unknown
2025-06-15 02:29:40.286 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1363508, 结果: unknown, 用时: 1200.67s
2025-06-15 02:29:40.287 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1442610
2025-06-15 02:29:40.287 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1363508, 状态: unknown
2025-06-15 02:29:40.378 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1304150, 结果: unknown, 用时: 1200.04s
2025-06-15 02:29:40.379 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1487115
2025-06-15 02:29:40.379 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1304150, 状态: unknown
2025-06-15 02:32:48.229 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1175597, 结果: unknown, 用时: 1200.03s
2025-06-15 02:32:48.230 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1432726
2025-06-15 02:32:48.230 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1175597, 状态: unknown
2025-06-15 02:33:12.796 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1378334, 结果: unknown, 用时: 1200.05s
2025-06-15 02:33:12.797 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1516806
2025-06-15 02:33:12.798 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1378334, 状态: unknown
2025-06-15 02:45:46.948 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1140979, 结果: unknown, 用时: 1200.03s
2025-06-15 02:45:46.950 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1531625
2025-06-15 02:45:46.950 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1140979, 状态: unknown
2025-06-15 02:49:40.355 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1442610, 结果: unknown, 用时: 1200.05s
2025-06-15 02:49:40.356 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1190446
2025-06-15 02:49:40.356 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1442610, 状态: unknown
2025-06-15 02:49:40.383 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1472283, 结果: unknown, 用时: 1200.70s
2025-06-15 02:49:40.384 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1155821
2025-06-15 02:49:40.384 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1472283, 状态: unknown
2025-06-15 02:49:40.493 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1427784, 结果: unknown, 用时: 1200.81s
2025-06-15 02:49:40.494 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1106358
2025-06-15 02:49:40.494 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1427784, 状态: unknown
2025-06-15 02:49:40.747 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1536565, 结果: unknown, 用时: 1200.82s
2025-06-15 02:49:40.748 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1447559
2025-06-15 02:49:40.749 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1536565, 状态: unknown
2025-06-15 02:49:41.121 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1487115, 结果: unknown, 用时: 1200.73s
2025-06-15 02:49:41.123 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1299201
2025-06-15 02:49:41.123 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1487115, 状态: unknown
2025-06-15 02:52:48.894 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1432726, 结果: unknown, 用时: 1200.64s
2025-06-15 02:52:48.896 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1407998
2025-06-15 02:52:48.896 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1432726, 状态: unknown
2025-06-15 02:53:12.870 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1516806, 结果: unknown, 用时: 1200.06s
2025-06-15 02:53:12.871 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1195380
2025-06-15 02:53:12.871 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1516806, 状态: unknown
2025-06-15 03:05:47.034 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1531625, 结果: unknown, 用时: 1200.06s
2025-06-15 03:05:47.035 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1412940
2025-06-15 03:05:47.035 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1531625, 状态: unknown
2025-06-15 03:09:40.424 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1155821, 结果: unknown, 用时: 1200.03s
2025-06-15 03:09:40.425 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1353611
2025-06-15 03:09:40.425 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1155821, 状态: unknown
2025-06-15 03:09:40.529 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1106358, 结果: unknown, 用时: 1200.03s
2025-06-15 03:09:40.531 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1403060
2025-06-15 03:09:40.531 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1106358, 状态: unknown
2025-06-15 03:09:40.726 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1190446, 结果: unknown, 用时: 1200.36s
2025-06-15 03:09:40.728 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1096465
2025-06-15 03:09:40.728 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1190446, 状态: unknown
2025-06-15 03:09:41.186 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1299201, 结果: unknown, 用时: 1200.05s
2025-06-15 03:09:41.187 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1284381
2025-06-15 03:09:41.187 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1299201, 状态: unknown
2025-06-15 03:09:41.609 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1447559, 结果: unknown, 用时: 1200.84s
2025-06-15 03:09:41.611 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1482183
2025-06-15 03:09:41.611 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1447559, 状态: unknown
2025-06-15 03:12:48.970 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1407998, 结果: unknown, 用时: 1200.05s
2025-06-15 03:12:48.971 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1234944
2025-06-15 03:12:48.971 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1407998, 状态: unknown
2025-06-15 03:13:13.244 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1195380, 结果: unknown, 用时: 1200.36s
2025-06-15 03:13:13.245 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1338770
2025-06-15 03:13:13.245 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1195380, 状态: unknown
2025-06-15 03:25:47.111 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1412940, 结果: unknown, 用时: 1200.06s
2025-06-15 03:25:47.113 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1254732
2025-06-15 03:25:47.113 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1412940, 状态: unknown
2025-06-15 03:29:40.491 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1353611, 结果: unknown, 用时: 1200.05s
2025-06-15 03:29:40.492 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1314036
2025-06-15 03:29:40.493 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1353611, 状态: unknown
2025-06-15 03:29:40.606 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1403060, 结果: unknown, 用时: 1200.07s
2025-06-15 03:29:40.608 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1462393
2025-06-15 03:29:40.608 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1403060, 状态: unknown
2025-06-15 03:29:40.756 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1096465, 结果: unknown, 用时: 1200.02s
2025-06-15 03:29:40.758 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1373393
2025-06-15 03:29:40.758 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1096465, 状态: unknown
2025-06-15 03:29:41.778 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1284381, 结果: unknown, 用时: 1200.57s
2025-06-15 03:29:41.779 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1215157
2025-06-15 03:29:41.779 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1284381, 状态: unknown
2025-06-15 03:29:42.456 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1482183, 结果: unknown, 用时: 1200.83s
2025-06-15 03:29:42.457 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1121208
2025-06-15 03:29:42.457 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1482183, 状态: unknown
2025-06-15 03:32:49.015 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1234944, 结果: unknown, 用时: 1200.04s
2025-06-15 03:32:49.016 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1506917
2025-06-15 03:32:49.016 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1234944, 状态: unknown
2025-06-15 03:33:13.307 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1338770, 结果: unknown, 用时: 1200.05s
2025-06-15 03:33:13.308 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1229995
2025-06-15 03:33:13.308 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1338770, 状态: unknown
2025-06-15 03:45:47.172 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1254732, 结果: unknown, 用时: 1200.04s
2025-06-15 03:45:47.173 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1422833
2025-06-15 03:45:47.173 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1254732, 状态: unknown
2025-06-15 03:49:40.670 | INFO     | __main__:process_z3_file:320 - [Worker] 完成: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1462393, 结果: unknown, 用时: 1200.05s
2025-06-15 03:49:40.671 | INFO     | __main__:process_z3_file:293 - [Worker] 开始处理: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1526680
2025-06-15 03:49:40.671 | INFO     | __main__:get_Z3_result:356 - 主进程收集结果: /home/nju/Downloads/smt/buzybox_angr.tar.gz/single_test/lsmod/lsmod1462393, 状态: unknown
