2024-10-22 21:01:40 | INFO | gradio_web_server | args: Namespace(concurrency_count=10, controller_url='http://localhost:21001', gradio_auth_path=None, gradio_root_path=None, host='0.0.0.0', model_list_mode='once', moderate=False, port=None, register_api_endpoint_file=None, share=False, show_terms_of_use=False)
{'model': 'vicuna-7b-v1.5-16k', 'prompt': 'A chat between a curious user and an artificial intelligence assistant. The assistant gives helpful, detailed, and polite answers to the user\'s questions. USER: 你最多能处理多长的文本 ASSISTANT: 我可以处理非常长的文本，但是对于一般的对话来说，我建议将文本长度保持在可读和可理解的范围内。如果您有特别长的文本，可以考虑将其拆分成多个部分进行交流。</s>USER: Traceback (most recent call last):\n  File "/home/lz/test_file/test_rl/chat_gpt/start_v2_1022.py", line 94, in <module>\n    response = process_text(smtlib_str)\n  File "/home/lz/test_file/test_rl/chat_gpt/start_v2_1022.py", line 51, in process_text\n    chat_completion = client.chat.completions.create(\n  File "/home/lz/PycharmProjects/Pearl/venv/lib/python3.8/site-packages/openai/_utils/_utils.py", line 277, in wrapper\n    return func(*args, **kwargs)\n  File "/home/lz/PycharmProjects/Pearl/venv/lib/python3.8/site-packages/openai/resources/chat/completions.py", line 590, in create\n    return self._post(\n  File "/home/lz/PycharmProjects/Pearl/venv/lib/python3.8/site-packages/openai/_base_client.py", line 1240, in post\n    return cast(ResponseT, self.request(cast_to, opts, stream=stream, stream_cls=stream_cls))\n  File "/home/lz/PycharmProjects/Pearl/venv/lib/python3.8/site-packages/openai/_base_client.py", line 921, in request\n    return self._request(\n  File "/home/lz/PycharmProjects/Pearl/venv/lib/python3.8/site-packages/openai/_base_client.py", line 1020, in _request\n    raise self._make_status_error_from_response(err.response) from None\nopenai.BadRequestError: Error code: 400 - {\'object\': \'error\', \'message\': \'Internal Server Error\', \'code\': 50001} ASSISTANT:', 'temperature': 0.7, 'repetition_penalty': 1.0, 'top_p': 1.0, 'max_new_tokens': 1024, 'stop': None, 'stop_token_ids': None, 'echo': False}
2024-10-22 21:46:52 | INFO | gradio_web_server | 这个错误是由于OpenAI API服务器返回的错误。通常这种错误是由于 API 调用中出现了某种错误，例如一些必需参数未提供或格式不正确，或者 API 服务器遇到了内部错误。

我建议您检查一下您的 API 调用参数是否正确，并确保您的 API 密钥没有过期。您可以尝试重新获取 API 密钥并重新运行代码，以确保您的 API 密钥在有效期内。如果问题仍然存在，请尝试联系OpenAI的客户支持以获取更多帮助。
2024-10-22 21:57:43 | INFO | stdout | Keyboard interruption in main thread... closing server.
2024-10-22 21:57:46 | ERROR | stderr | Traceback (most recent call last):
2024-10-22 21:57:46 | ERROR | stderr |   File "/home/lz/PycharmProjects/Pearl/venv/lib/python3.8/site-packages/gradio/blocks.py", line 2709, in block_thread
2024-10-22 21:57:46 | ERROR | stderr |     time.sleep(0.1)
2024-10-22 21:57:46 | ERROR | stderr | KeyboardInterrupt
2024-10-22 21:57:46 | ERROR | stderr | 
2024-10-22 21:57:46 | ERROR | stderr | During handling of the above exception, another exception occurred:
2024-10-22 21:57:46 | ERROR | stderr | 
2024-10-22 21:57:46 | ERROR | stderr | Traceback (most recent call last):
2024-10-22 21:57:46 | ERROR | stderr |   File "/usr/lib/python3.8/runpy.py", line 194, in _run_module_as_main
2024-10-22 21:57:46 | ERROR | stderr |     return _run_code(code, main_globals, None,
2024-10-22 21:57:46 | ERROR | stderr |   File "/usr/lib/python3.8/runpy.py", line 87, in _run_code
2024-10-22 21:57:46 | ERROR | stderr |     exec(code, run_globals)
2024-10-22 21:57:46 | ERROR | stderr |   File "/home/lz/PycharmProjects/Pearl/venv/lib/python3.8/site-packages/fastchat/serve/gradio_web_server.py", line 876, in <module>
2024-10-22 21:57:46 | ERROR | stderr |     demo.queue(
2024-10-22 21:57:46 | ERROR | stderr |   File "/home/lz/PycharmProjects/Pearl/venv/lib/python3.8/site-packages/gradio/blocks.py", line 2614, in launch
2024-10-22 21:57:46 | ERROR | stderr |     self.block_thread()
2024-10-22 21:57:46 | ERROR | stderr |   File "/home/lz/PycharmProjects/Pearl/venv/lib/python3.8/site-packages/gradio/blocks.py", line 2713, in block_thread
2024-10-22 21:57:46 | ERROR | stderr |     self.server.close()
2024-10-22 21:57:46 | ERROR | stderr |   File "/home/lz/PycharmProjects/Pearl/venv/lib/python3.8/site-packages/gradio/http_server.py", line 68, in close
2024-10-22 21:57:46 | ERROR | stderr |     self.thread.join(timeout=5)
2024-10-22 21:57:46 | ERROR | stderr |   File "/usr/lib/python3.8/threading.py", line 1015, in join
2024-10-22 21:57:46 | ERROR | stderr |     self._wait_for_tstate_lock(timeout=max(timeout, 0))
2024-10-22 21:57:46 | ERROR | stderr |   File "/usr/lib/python3.8/threading.py", line 1027, in _wait_for_tstate_lock
2024-10-22 21:57:46 | ERROR | stderr |     elif lock.acquire(block, timeout):
2024-10-22 21:57:46 | ERROR | stderr | KeyboardInterrupt
